times,Units,value_mean,value_std,parameter
2021-08-02 18:00:00,mg/L,4.916666666666667,0.004742358046305797,ODO
2021-08-02 19:00:00,mg/L,4.9,0.0,ODO
2021-08-02 20:00:00,mg/L,,,ODO
2021-08-02 21:00:00,mg/L,,,ODO
2021-08-02 22:00:00,mg/L,,,ODO
2021-08-02 23:00:00,mg/L,,,ODO
2021-08-03 00:00:00,mg/L,,,ODO
2021-08-03 01:00:00,mg/L,,,ODO
2021-08-03 02:00:00,mg/L,,,ODO
2021-08-03 03:00:00,mg/L,,,ODO
2021-08-03 04:00:00,mg/L,,,ODO
2021-08-03 05:00:00,mg/L,,,ODO
2021-08-03 06:00:00,mg/L,,,ODO
2021-08-03 07:00:00,mg/L,,,ODO
2021-08-03 08:00:00,mg/L,,,ODO
2021-08-03 09:00:00,mg/L,,,ODO
2021-08-03 10:00:00,mg/L,,,ODO
2021-08-03 11:00:00,mg/L,,,ODO
2021-08-03 12:00:00,mg/L,,,ODO
2021-08-03 13:00:00,mg/L,9.27,0.15135749373285345,ODO
2021-08-03 14:00:00,mg/L,8.913333333333334,0.11212442887346442,ODO
2021-08-03 15:00:00,mg/L,8.886666666666667,0.0047423580463048075,ODO
2021-08-03 16:00:00,mg/L,8.91,0.00821400508388298,ODO
2021-08-03 17:00:00,mg/L,8.93,0.0,ODO
2021-08-03 18:00:00,mg/L,8.98,0.008214005083883803,ODO
2021-08-03 19:00:00,mg/L,9.03,0.029616016506865503,ODO
2021-08-03 20:00:00,mg/L,9.116666666666665,0.01254710001855043,ODO
2021-08-03 21:00:00,mg/L,9.17,0.02845414827783252,ODO
2021-08-03 22:00:00,mg/L,9.223333333333333,0.012547100018548318,ODO
2021-08-03 23:00:00,mg/L,9.263333333333334,0.004742358046305107,ODO
2021-08-04 00:00:00,mg/L,9.273333333333332,0.004742358046305319,ODO
2021-08-04 01:00:00,mg/L,9.213333333333335,0.00948471609261183,ODO
2021-08-04 02:00:00,mg/L,9.209999999999999,0.008214005083884427,ODO
2021-08-04 03:00:00,mg/L,9.196666666666667,0.004742358046305319,ODO
2021-08-04 04:00:00,mg/L,9.166666666666666,0.009484716092611926,ODO
2021-08-04 05:00:00,mg/L,9.163333333333334,0.004742358046305107,ODO
2021-08-04 06:00:00,mg/L,9.16,0.00821400508388298,ODO
2021-08-04 07:00:00,mg/L,9.133333333333335,0.009484716092612618,ODO
2021-08-04 08:00:00,mg/L,9.083333333333334,0.01896943218522065,ODO
2021-08-04 09:00:00,mg/L,9.043333333333333,0.012547100018553014,ODO
2021-08-04 10:00:00,mg/L,9.006666666666666,0.02067145947793377,ODO
2021-08-04 11:00:00,mg/L,9.003333333333334,0.0047423580463048075,ODO
2021-08-04 12:00:00,mg/L,9.07,0.024642015251652164,ODO
2021-08-04 13:00:00,mg/L,9.14,0.01642801016777056,ODO
2021-08-04 14:00:00,mg/L,9.17,0.0,ODO
2021-08-04 15:00:00,mg/L,9.183333333333334,0.009484716092612946,ODO
2021-08-04 16:00:00,mg/L,9.253333333333334,0.028846637829321838,ODO
2021-08-04 17:00:00,mg/L,9.356666666666667,0.020671459477930525,ODO
2021-08-04 18:00:00,mg/L,9.45,0.016428010167770055,ODO
2021-08-04 19:00:00,mg/L,9.566666666666666,0.025094200037101683,ODO
2021-08-04 20:00:00,mg/L,9.693333333333333,0.04215100031208194,ODO
2021-08-04 21:00:00,mg/L,9.836666666666666,0.04523921247525855,ODO
2021-08-04 22:00:00,mg/L,9.976666666666667,0.025094200037101683,ODO
2021-08-04 23:00:00,mg/L,10.033333333333333,0.01254710001855082,ODO
2021-08-05 00:00:00,mg/L,10.036666666666665,0.009484716092613315,ODO
2021-08-05 01:00:00,mg/L,9.986666666666666,0.0189694321852206,ODO
2021-08-05 02:00:00,mg/L,9.973333333333333,0.012547100018552202,ODO
2021-08-05 03:00:00,mg/L,9.940000000000001,0.014227074138915937,ODO
2021-08-05 04:00:00,mg/L,9.87,0.014227074138915937,ODO
2021-08-05 05:00:00,mg/L,9.826666666666668,0.012547100018548318,ODO
