times,Units,value_mean,value_std,parameter
2021-08-02,mg/L,4.91,0.008976387890925261,ODO
2021-08-03,mg/L,9.0565625,0.15022148452671039,ODO
2021-08-04,mg/L,9.307638888888889,0.2924597158839906,ODO
2021-08-05,mg/L,9.785972222222222,0.1830349252011697,ODO
2021-08-06,mg/L,9.898194444444444,0.11062338087366275,ODO
2021-08-07,mg/L,9.832777777777778,0.09760924895272054,ODO
2021-08-08,mg/L,10.088888888888889,0.1169282427428232,ODO
2021-08-09,mg/L,10.079027777777778,0.17471890852097266,ODO
2021-08-10,mg/L,9.701666666666668,0.2557161888320129,ODO
2021-08-11,mg/L,9.023472222222223,0.16277874652368174,ODO
2021-08-12,mg/L,8.904583333333333,0.1642216773304027,ODO
2021-08-13,mg/L,8.914861111111112,0.18012948349554572,ODO
2021-08-14,mg/L,8.829027777777778,0.22212965883067226,ODO
2021-08-15,mg/L,8.857222222222223,0.2428520002328441,ODO
2021-08-16,mg/L,8.978055555555555,0.08424346666843698,ODO
2021-08-17,mg/L,8.945,0.17487663145282992,ODO
2021-08-18,mg/L,9.065000000000001,0.062063762937599486,ODO
2021-08-19,mg/L,8.988194444444444,0.0631144840992592,ODO
2021-08-20,mg/L,9.117638888888889,0.08870829635237562,ODO
2021-08-21,mg/L,9.340555555555556,0.07466377165602983,ODO
2021-08-22,mg/L,9.394027777777778,0.1752152797710108,ODO
2021-08-23,mg/L,9.260416666666666,0.04125602444916604,ODO
2021-08-24,mg/L,9.280694444444444,0.05502188952081149,ODO
2021-08-25,mg/L,9.27513888888889,0.09922969096389939,ODO
2021-08-26,mg/L,9.16861111111111,0.09169404057774955,ODO
2021-08-27,mg/L,9.228611111111112,0.0904428342026969,ODO
2021-08-28,mg/L,9.194861111111111,0.09506732918029494,ODO
2021-08-29,mg/L,9.29236111111111,0.02716333383930901,ODO
2021-08-30,mg/L,8.881388888888889,0.17624046159517562,ODO
2021-08-31,mg/L,8.642916666666666,0.0947663968671692,ODO
2021-09-01,mg/L,8.500041131105398,0.17604595813969431,ODO
2021-09-02,mg/L,8.529305555555556,0.14170631830826377,ODO
2021-09-03,mg/L,8.717777777777778,0.10124393578988337,ODO
2021-09-04,mg/L,8.926250000000001,0.05843015149920829,ODO
2021-09-05,mg/L,8.741111111111111,0.18546432251344508,ODO
2021-09-06,mg/L,8.834305555555556,0.1057893460783989,ODO
2021-09-07,mg/L,8.830555555555554,0.11695704372631636,ODO
2021-09-08,mg/L,8.788888888888888,0.10165941746357177,ODO
2021-09-09,mg/L,8.738472222222223,0.07711392972407148,ODO
2021-09-10,mg/L,8.682916666666667,1.0369500694221128,ODO
2021-09-11,mg/L,8.86263888888889,0.0682897557176394,ODO
2021-09-12,mg/L,8.869305555555556,0.05828463398640601,ODO
2021-09-13,mg/L,8.859027777777778,0.13584690320976245,ODO
2021-09-14,mg/L,8.919583333333332,0.12730582986676503,ODO
2021-09-15,mg/L,8.875555555555554,0.10354647937840109,ODO
2021-09-16,mg/L,8.816944444444443,0.1558858107751637,ODO
2021-09-17,mg/L,9.07611111111111,0.1314000777876987,ODO
2021-09-18,mg/L,9.397222222222222,0.10106534934327291,ODO
2021-09-19,mg/L,9.381527777777777,0.123293628533067,ODO
2021-09-20,mg/L,9.280555555555557,0.0833362497345262,ODO
2021-09-21,mg/L,9.167499999999999,0.1343409026566727,ODO
2021-09-22,mg/L,9.140555555555556,0.09353414419181884,ODO
2021-09-23,mg/L,9.034583333333334,0.08596359000163983,ODO
2021-09-24,mg/L,8.986944444444443,0.11045232877843418,ODO
2021-09-25,mg/L,9.056805555555556,0.09019011914480908,ODO
2021-09-26,mg/L,9.115277777777777,0.042370871922139626,ODO
2021-09-27,mg/L,9.298194444444444,0.11463419970788406,ODO
2021-09-28,mg/L,9.368194444444445,0.10908113507774686,ODO
2021-09-29,mg/L,9.382083333333334,0.21834456767137933,ODO
2021-09-30,mg/L,9.589583333333334,0.1366656127438011,ODO
2021-10-01,mg/L,9.715589962626801,0.15216664049781747,ODO
2021-10-02,mg/L,9.8175,0.12416067760867114,ODO
2021-10-03,mg/L,9.797361111111112,0.11614870002649196,ODO
2021-10-04,mg/L,9.646527777777777,0.13383867247110184,ODO
2021-10-05,mg/L,9.520972222222222,0.07382802671314248,ODO
2021-10-06,mg/L,9.450555555555555,0.1421635943504584,ODO
2021-10-07,mg/L,9.601111111111111,0.09279924047107728,ODO
2021-10-08,mg/L,9.779166666666665,0.16579803932797835,ODO
2021-10-09,mg/L,9.882777777777779,0.08843903030942332,ODO
2021-10-10,mg/L,9.596388888888889,0.105809821250465,ODO
2021-10-11,mg/L,9.559583333333334,0.20026475661445434,ODO
2021-10-12,mg/L,9.730833333333333,0.1804085570621588,ODO
2021-10-13,mg/L,9.602083333333333,0.09857042020390952,ODO
2021-10-14,mg/L,9.568194444444444,0.07196299758183533,ODO
2021-10-15,mg/L,9.646944444444445,0.06362689472921126,ODO
2021-10-16,mg/L,9.447916666666666,0.07266653223092752,ODO
2021-10-17,mg/L,9.416666666666666,0.037203127400826465,ODO
2021-10-18,mg/L,9.465694444444443,0.03274618734745922,ODO
2021-10-19,mg/L,9.616111111111111,0.12977324484230848,ODO
2021-10-20,mg/L,9.9275,0.10388061025298062,ODO
2021-10-21,mg/L,9.975555555555557,0.10001128269386915,ODO
2021-10-22,mg/L,9.912777777777778,0.07151545622206838,ODO
2021-10-23,mg/L,9.907083333333334,0.04261542316840597,ODO
2021-10-24,mg/L,9.878888888888888,0.06969157405162867,ODO
2021-10-25,mg/L,9.872361111111111,0.03385891980706943,ODO
2021-10-26,mg/L,9.760555555555555,0.030825297126384352,ODO
2021-10-27,mg/L,9.67763888888889,0.04255197022980336,ODO
2021-10-28,mg/L,9.627916666666666,0.058513909504991225,ODO
2021-10-29,mg/L,9.764861111111111,0.07828316773112964,ODO
2021-10-30,mg/L,9.950277777777776,0.1105330738973716,ODO
2021-10-31,mg/L,9.946250000000001,0.07720074202848129,ODO
2021-11-01,mg/L,10.083742365352581,0.04959489477267432,ODO
2021-11-02,mg/L,10.217083333333333,0.030714915902889356,ODO
2021-11-03,mg/L,10.382916666666667,0.08353031656491794,ODO
2021-11-04,mg/L,10.465,0.0281443906659683,ODO
2021-11-05,mg/L,11.675138888888888,1.6294059805693515,ODO
2021-11-06,mg/L,13.819444444444445,1.8655785262489393,ODO
2021-11-07,mg/L,-1986.8292,14007.485672078985,ODO
2021-11-08,mg/L,-100000.0,0.0,ODO
2021-11-09,mg/L,,,ODO
2021-11-10,mg/L,,,ODO
2021-11-11,mg/L,,,ODO
