times,parameter,Units,value_mean,value_std,location
2007-06-11,Air_Temperature,F,68.18543689320389,2.8938205890087003,Trec_Tower
2007-06-12,Air_Temperature,F,67.78611111111111,3.062487016923781,Trec_Tower
2007-06-13,Air_Temperature,F,69.78888888888889,3.088125489114549,Trec_Tower
2007-06-14,Air_Temperature,F,68.49583333333334,2.5805045042594843,Trec_Tower
2007-06-15,Air_Temperature,F,65.72986111111112,2.9144942792278465,Trec_Tower
2007-06-16,Air_Temperature,F,67.72777777777777,2.9413722225639183,Trec_Tower
2007-06-17,Air_Temperature,F,71.04166666666667,2.3787079997872325,Trec_Tower
2007-06-18,Air_Temperature,F,75.98333333333333,6.591019531266656,Trec_Tower
2007-06-19,Air_Temperature,F,72.89444444444445,5.564972593725862,Trec_Tower
2007-06-20,Air_Temperature,F,64.87847222222223,2.036010193911736,Trec_Tower
2007-06-21,Air_Temperature,F,66.94583333333334,3.3030368522849547,Trec_Tower
2007-06-22,Air_Temperature,F,62.40972222222222,2.337451826494186,Trec_Tower
2007-06-23,Air_Temperature,F,60.89375,3.703753883854576,Trec_Tower
2007-06-24,Air_Temperature,F,67.05347222222223,4.927572108081413,Trec_Tower
2007-06-25,Air_Temperature,F,72.81458333333333,3.5518530325781965,Trec_Tower
2007-06-26,Air_Temperature,F,77.30763888888889,2.215302150258202,Trec_Tower
2007-06-27,Air_Temperature,F,76.80069444444445,2.4807368781131047,Trec_Tower
2007-06-28,Air_Temperature,F,70.85972222222222,2.0497081301501034,Trec_Tower
2007-06-29,Air_Temperature,F,65.34097222222222,2.5198072185791127,Trec_Tower
2007-06-30,Air_Temperature,F,66.52638888888889,3.4011718694400157,Trec_Tower
2007-07-01,Air_Temperature,F,61.295138888888886,2.049230790741203,Trec_Tower
2007-07-02,Air_Temperature,F,62.0638888888889,3.6393077631001383,Trec_Tower
2007-07-03,Air_Temperature,F,66.74791666666667,3.725924464060987,Trec_Tower
2007-07-04,Air_Temperature,F,69.77291666666666,2.2086359030966314,Trec_Tower
2007-07-05,Air_Temperature,F,70.33402777777778,2.648159756722607,Trec_Tower
2007-07-06,Air_Temperature,F,69.49444444444445,2.7032427503872767,Trec_Tower
2007-07-07,Air_Temperature,F,72.0375,4.416258502492702,Trec_Tower
2007-07-08,Air_Temperature,F,78.7201388888889,4.302033668727931,Trec_Tower
2007-07-09,Air_Temperature,F,80.02291666666666,1.7107933280174112,Trec_Tower
