parameter,Units,times,value_mean,value_std
Air_Temperature,F,2007-06-11,67.53421052631579,3.006994186074818
Air_Temperature,F,2007-06-12,67.29166666666667,3.321333879822783
Air_Temperature,F,2007-06-13,69.34861111111111,3.17503342003469
Air_Temperature,F,2007-06-14,69.65,3.9444038432089803
Air_Temperature,F,2007-06-15,66.36597222222223,3.4529841800209207
Air_Temperature,F,2007-06-16,68.55138888888888,2.863173116536992
Air_Temperature,F,2007-06-17,71.56597222222223,2.407423344586934
Air_Temperature,F,2007-06-18,74.86875,6.441902476557873
Air_Temperature,F,2007-06-19,73.44583333333334,5.736216376818285
Air_Temperature,F,2007-06-20,65.86597222222223,1.6992866950430334
Air_Temperature,F,2007-06-21,67.7875,2.213084895625281
Air_Temperature,F,2007-06-22,63.333333333333336,2.2532649194452876
Air_Temperature,F,2007-06-23,61.73819444444444,3.7177329080923753
Air_Temperature,F,2007-06-24,67.10347222222222,4.478017999296142
Air_Temperature,F,2007-06-25,72.50833333333334,2.912296092685035
Air_Temperature,F,2007-06-26,77.24791666666667,2.1536428319367515
Air_Temperature,F,2007-06-27,76.32083333333334,1.9587663807268643
Air_Temperature,F,2007-06-28,71.68333333333334,2.070843211928822
Air_Temperature,F,2007-06-29,66.9076388888889,2.733989115572981
Air_Temperature,F,2007-06-30,67.25486111111111,3.2845650873049914
Air_Temperature,F,2007-07-01,62.31805555555555,1.9257058565219805
Air_Temperature,F,2007-07-02,63.28402777777777,4.4893450110894335
Air_Temperature,F,2007-07-03,66.76458333333333,3.9305592895504566
Air_Temperature,F,2007-07-04,69.92430555555556,2.0360130561281298
Air_Temperature,F,2007-07-05,70.97986111111112,2.249897584650053
Air_Temperature,F,2007-07-06,70.35902777777778,1.905619705177679
Air_Temperature,F,2007-07-07,73.07638888888889,4.110297253489525
Air_Temperature,F,2007-07-08,78.32569444444444,3.4017014773416054
Air_Temperature,F,2007-07-09,79.62708333333333,2.0264067461147284
Air_Temperature,F,2007-07-10,80.22291666666666,1.8901925291363306
Air_Temperature,F,2007-07-11,71.27777777777777,4.045829147249501
Air_Temperature,F,2007-07-12,69.50902777777777,4.7451987246358724
Air_Temperature,F,2007-07-13,66.36458333333333,1.8666176265203178
Air_Temperature,F,2007-07-14,68.78888888888889,4.685852999958325
Air_Temperature,F,2007-07-15,66.24375,2.1580138093623544
Air_Temperature,F,2007-07-16,69.74166666666666,4.619879512853829
Air_Temperature,F,2007-07-17,69.57708333333333,3.827791613497748
Air_Temperature,F,2007-07-18,70.59861111111111,3.645612097849643
Air_Temperature,F,2007-07-19,69.84097222222222,2.4229500944225397
Air_Temperature,F,2007-07-20,66.69999999999999,2.966762262413066
Air_Temperature,F,2007-07-21,66.51388888888889,3.2238319532960302
Air_Temperature,F,2007-07-22,69.37430555555555,5.269675041105467
Air_Temperature,F,2007-07-23,69.31597222222223,3.7904123287052354
Air_Temperature,F,2007-07-24,67.39305555555556,2.9588235419059346
Air_Temperature,F,2007-07-25,67.92291666666667,3.147842390159739
Air_Temperature,F,2007-07-26,69.44999999999999,1.6601878737732558
Air_Temperature,F,2007-07-27,70.98680555555556,3.438983557096904
Air_Temperature,F,2007-07-28,71.52777777777777,2.7976624719424783
Air_Temperature,F,2007-07-29,73.51111111111112,4.168246786633583
Air_Temperature,F,2007-07-30,73.50277777777778,3.926509231808168
Air_Temperature,F,2007-07-31,74.15138888888889,4.102940888146434
Air_Temperature,F,2007-08-01,76.10833333333333,2.656105251095127
Air_Temperature,F,2007-08-02,79.03958333333334,2.4796012185021152
Air_Temperature,F,2007-08-03,77.40902777777778,2.361370740787397
Air_Temperature,F,2007-08-04,71.95625000000001,3.315564455314158
Air_Temperature,F,2007-08-05,71.20902777777778,3.5153392776495025
Air_Temperature,F,2007-08-06,74.20625000000001,1.3754703582025012
Air_Temperature,F,2007-08-07,75.12708333333333,2.0733142533169135
Air_Temperature,F,2007-08-08,76.36805555555556,1.9003368408732326
Air_Temperature,F,2007-08-09,72.71458333333334,2.1518237101863855
Air_Temperature,F,2007-08-10,73.0298611111111,2.3034203774214683
Air_Temperature,F,2007-08-11,72.27152777777778,3.7465259095369143
Air_Temperature,F,2007-08-12,72.06736111111111,3.1088376138432037
Air_Temperature,F,2007-08-13,71.51249999999999,2.7116654237994338
Air_Temperature,F,2007-08-14,70.04236111111112,4.521612124491783
Air_Temperature,F,2007-08-15,72.69513888888889,1.3617312028028419
Air_Temperature,F,2007-08-16,74.90277777777777,1.8315778838688637
Air_Temperature,F,2007-08-17,70.19722222222222,4.217262964922496
Air_Temperature,F,2007-08-18,63.11944444444445,1.7856568311325434
Air_Temperature,F,2007-08-19,60.106944444444444,1.2585179861120483
Air_Temperature,F,2007-08-20,60.18541666666667,0.908542885517883
Air_Temperature,F,2007-08-21,66.58472222222223,2.7495535414944428
Air_Temperature,F,2007-08-22,71.75763888888889,4.631023084130506
Air_Temperature,F,2007-08-23,76.37083333333334,3.3250663803248237
Air_Temperature,F,2007-08-24,76.88402777777777,3.0860313118897964
Air_Temperature,F,2007-08-25,73.08819444444445,3.4473156989693523
Air_Temperature,F,2007-08-26,67.58888888888889,1.9143956343741155
Air_Temperature,F,2007-08-27,68.78472222222223,4.649359974668369
Air_Temperature,F,2007-08-28,71.00694444444444,4.2135089570520305
Air_Temperature,F,2007-08-29,76.34305555555555,3.4019873413958845
Air_Temperature,F,2007-08-30,69.36805555555556,3.3270800902536113
Air_Temperature,F,2007-08-31,67.27847222222222,4.558465009625293
Air_Temperature,F,2007-09-01,65.50902777777777,5.320759097145093
Air_Temperature,F,2007-09-02,67.0875,5.109936501459783
Air_Temperature,F,2007-09-03,70.70972222222223,3.253600897992683
Air_Temperature,F,2007-09-04,69.75972222222222,3.4669532672455983
Air_Temperature,F,2007-09-05,72.19513888888889,3.546402291244502
Air_Temperature,F,2007-09-06,81.07777777777778,6.840218828999079
Air_Temperature,F,2007-09-07,81.35694444444444,3.927002678742393
Air_Temperature,F,2007-09-08,73.63749999999999,1.8559627965284828
Air_Temperature,F,2007-09-09,68.37430555555555,1.10268245895345
Air_Temperature,F,2007-09-10,67.42777777777778,1.6549753106748253
Air_Temperature,F,2007-09-11,66.44236111111111,1.6591589351787082
Air_Temperature,F,2007-09-12,59.17986111111111,2.348800612278384
Air_Temperature,F,2007-09-13,61.75763888888889,5.35136842653532
Air_Temperature,F,2007-09-14,67.975,6.936328808718445
Air_Temperature,F,2007-09-15,56.06458333333333,1.3711038251353174
Air_Temperature,F,2007-09-16,55.611805555555556,4.248660776702861
Air_Temperature,F,2007-09-17,58.91319444444444,6.3850376512657165
Air_Temperature,F,2007-09-18,63.75694444444444,5.9082335909071935
Air_Temperature,F,2007-09-19,70.32112676056339,6.671627561865492
Air_Temperature,F,2007-09-20,68.48472222222222,2.6816736096835787
Air_Temperature,F,2007-09-21,72.45763888888888,3.7270993963999515
Air_Temperature,F,2007-09-22,69.13125,4.330901628539258
Air_Temperature,F,2007-09-23,63.010416666666664,5.27869075140333
Air_Temperature,F,2007-09-24,68.94791666666667,4.703130466913617
Air_Temperature,F,2007-09-25,76.72222222222223,3.7771940679815494
Air_Temperature,F,2007-09-26,70.11180555555556,1.6402070706634018
